track_id,rms_energy,mfcc_1_mean,mfcc_1_var,mfcc_2_mean,mfcc_2_var,mfcc_3_mean,mfcc_3_var,mfcc_4_mean,mfcc_4_var,mfcc_5_mean,mfcc_5_var,mfcc_6_mean,mfcc_6_var,mfcc_7_mean,mfcc_7_var,mfcc_8_mean,mfcc_8_var,mfcc_9_mean,mfcc_9_var,mfcc_10_mean,mfcc_10_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_contrast_mean,spectral_contrast_var,spectral_rolloff_mean,spectral_rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,chroma_features_mean,chroma_features_var,tonnetz_mean,tonnetz_var
49064,0.7756553658983509,-49.55603,205.80109,207.39723,89.79663,-135.76653,84.31066,48.791374,52.170498,24.431791,41.5101,-39.29277,51.639404,26.98244,33.406654,-20.834179,39.446484,2.4258783,34.651352,33.407017,42.224773,7367.17629113079,360782.57634763554,5864.175110840371,53154.493797178926,16.710967855329528,492.9588260249735,15072.651663405088,845830.0934143297,0.0456642431840419,7.212494631591989e-05,0.6594232,0.047411263,0.0044839621994643,0.001532300915017
49066,0.3770110293274815,-308.5588073730469,1993.977783203125,157.134521484375,1271.2447509765625,34.296142578125,154.07022094726562,13.717090606689451,483.6663818359375,19.93482780456543,105.39029693603516,17.01091957092285,49.76640701293945,19.15151596069336,37.43450546264648,11.44658660888672,33.54572296142578,7.9967451095581055,36.81417465209961,10.938687324523926,30.712764739990234,858.6592551441215,211505.77885354165,2498.112818021797,557329.9220959002,13.606949838212,206.67985198189933,882.8694849670877,1219465.2731888737,0.0017260972385918,4.352882171500332e-06,0.806068480014801,0.0263904351741075,0.0045844498555283,0.0131369705949603
49067,0.4025564593355928,-129.58889770507812,586.3972778320312,215.36251831054688,340.913818359375,-122.79907989501952,333.9320983886719,-15.634878158569336,131.59642028808594,25.193737030029297,109.0501480102539,-19.082883834838867,76.193115234375,20.88535690307617,95.80632019042967,1.955419898033142,92.22471618652344,-9.205272674560549,50.36723327636719,16.290294647216797,59.84710311889648,4371.584097098583,454142.0409154835,3717.38660961693,226409.29951284028,16.81459240619013,464.7706101026917,7789.222335883294,1464346.5501597992,0.031263421002157,3.4620882475262946e-05,0.4749031662940979,0.0797846391797065,0.01646873491416,0.0029667942652697
49068,0.3840349571765974,-184.12506103515625,1007.5255737304688,197.23727416992188,118.13095092773438,-50.65140151977539,656.445068359375,1.9314310550689693,184.07083129882807,21.16230773925781,101.05663299560548,-5.401883125305176,91.3236846923828,28.312658309936523,63.46133041381836,10.697906494140623,48.80513381958008,-7.06234884262085,42.69077301025391,12.401058197021484,38.22108459472656,2713.46825614418,828833.2058297074,3840.196694498262,460278.970180386,15.300864270782714,337.58952932855874,5970.430256843228,5483449.858065816,0.0068314244134376,2.42659988572126e-05,0.7779486179351807,0.030147360637784,-0.0032042349469433,0.014902749899597
49070,0.1657728813601077,-285.9307861328125,6743.6455078125,117.04069519042967,2400.380859375,-31.280521392822266,1731.9644775390625,5.909566402435303,847.2242431640625,2.3493845462799072,252.3206329345703,-18.30208206176757,360.5232238769531,8.651961326599121,298.5563659667969,0.753248929977417,160.21109008789062,-2.1869349479675293,105.70204162597656,7.183713912963867,134.72645568847656,6258.276708539563,8180206.783771069,5238.467584539443,1538588.173884214,14.345675255411752,302.3298103284015,12179.936288027042,23749353.91664551,0.057521329403687,0.0014668722744735,0.6633279323577881,0.0544847920536994,0.0010348334465257,0.0008303648844468
49071,0.8853118217598296,-68.83080291748047,2258.926513671875,225.97593688964844,378.0889892578125,-83.41468048095703,1465.5198974609375,9.718331336975098,122.17359161376952,-1.982868313789368,115.47693634033205,-33.97369766235352,144.80661010742188,27.67513084411621,91.68978118896484,-10.862256050109863,77.98881530761719,-10.86715030670166,73.40665435791016,20.90531539916992,97.21259307861328,4049.568188499629,763775.2408420373,4969.660843084418,237187.16711463063,16.045214786730266,413.2931770533525,9434.225449208328,6221175.0371908005,0.0157197288210505,0.0001092190352249,0.6157099008560181,0.0761320367455482,-0.0005646656247118,0.0060293036789107
49072,0.8481105877424916,-103.16950225830078,1085.126708984375,225.30621337890625,422.7237854003906,-79.2599868774414,1354.08154296875,-14.347978591918944,205.58433532714844,33.29638671875,117.79763793945312,-8.020124435424805,126.04912567138672,21.30401611328125,210.7724609375,17.232595443725586,94.8605499267578,-10.088448524475098,56.69710540771485,4.987637996673584,54.34739303588867,2969.998996600592,1751536.219845089,3248.920426806595,681523.1438430174,15.569906920719273,381.458245753889,5993.992734624955,6619437.898637447,0.0131338630076875,8.293862961447088e-05,0.6458348631858826,0.0792480632662773,0.0004279981013476,0.0076438815629178
49073,0.8131837904319957,-52.62966537475586,333.4061584472656,220.06442260742188,90.2657699584961,-101.59504699707033,231.7980499267578,23.40385055541992,41.1191635131836,6.319231033325195,54.4882698059082,-35.62834548950195,56.31202697753906,28.994718551635746,40.54171371459961,-12.30237102508545,42.01445007324219,-10.642555236816406,35.02742385864258,13.884806632995604,38.85946273803711,4954.167094803388,474869.1526011392,5496.94929785777,86672.07610392265,15.670548134674224,435.2880043752609,11472.758405977584,1534495.8008433224,0.0107503530288204,2.644178804300688e-05,0.6484332084655762,0.0627672150731086,-0.0015763459627351,0.0019621572553296
49394,0.274132706801103,-300.7469787597656,2856.71728515625,218.9009704589844,1373.06005859375,41.82635498046875,1074.265625,-25.920255661010746,769.9746704101562,2.1199541091918945,252.0378875732422,16.31813621520996,101.69081115722656,2.147184133529663,149.16464233398438,0.2005801647901535,75.85466766357422,6.0107903480529785,70.15485382080078,1.4735323190689087,60.058067321777344,927.5559590037,254329.98976410204,1316.887137493071,219789.8510324825,14.425959927695777,211.56393024917395,1672.1693921080696,1190370.4967573446,0.0048866746606158,2.1973757570006443e-05,0.7514593005180359,0.0421992279589176,-0.0091491079450706,0.0111013025271919
49401,0.1615372046877739,-285.0588073730469,964.6381225585938,241.4312896728516,442.9358215332031,-21.872697830200195,191.83580017089844,-59.93269729614258,99.1193389892578,29.86459732055664,79.23314666748047,31.893409729003903,50.19921875,-15.49871826171875,95.98825073242188,-8.253887176513672,45.39061737060547,13.017101287841797,50.44531631469727,2.466620445251465,46.65079116821289,1934.63951627047,126359.69236884407,1898.4456288686204,53717.35879002594,14.720610769652634,292.99456250551816,3956.1465931328944,247065.7430096528,0.0132525229746708,2.642792048452325e-05,0.7628135681152344,0.0333409681916236,0.0072043189084664,0.0018672363029543
